cpf,nome_completo,email,uf,dt_nascimento
50070513226,Melissa Able Mafra,melissa.ablemafra@hotmail.com,RN,1941-01-03
50113644557,Fernando Able Mafra,fernando.ablemafra@gmail.com,RS,1933-02-06
50141237902,Vitor Able Mafra,vitor.ablemafra@gmail.com,RO,1983-02-16
50176501222,Adryan Able Mafra,adryan.ablemafra@outlook.com,RR,1985-06-03
50176522052,Isaac Able Mafra,isaac.ablemafra@gmail.com,SC,1962-03-30
50281206158,Augusto Able Mafra,augusto.ablemafra@hotmail.com,AC,1983-05-31
50284209536,Mathias Able Mafra,mathias.ablemafra@icloud.com,AL,1983-12-30
50288022367,Maria Julia Able Mafra,mariajulia.ablemafra@outlook.com,AP,1980-06-05
50320257114,Joana Able Mafra,joana.ablemafra@gmail.com,AM,1982-05-13
50396694481,Davi Lucas Able Mafra,davilucas.ablemafra@icloud.com,BA,1943-10-12
50414051749,Maria Alice Able Mafra,mariaalice.ablemafra@icloud.com,CE,1970-07-14
50425615480,Joao Miguel Able Mafra,joãomiguel.ablemafra@icloud.com,DF,1968-03-09
50586446163,Melinda Able Mafra,melinda.ablemafra@gmail.com,ES,1958-12-16
50610411985,Ana Beatriz Able Mafra,anabeatriz.ablemafra@icloud.com,GO,1983-11-04
50631462386,Gustavo Able Mafra,gustavo.ablemafra@hotmail.com,MA,1984-05-22
50653957085,icaro Able Mafra,icaro.ablemafra@outlook.com,MT,1985-02-13
50726410704,Fernando Able Mafra,fernando.ablemafra@outlook.com,MS,1981-04-12
50739639648,Luan Able Mafra,luan.ablemafra@icloud.com,MG,1981-11-25
50746649645,Thomas Able Mafra,thomas.ablemafra@icloud.com,PA,1983-01-12
50763048828,Davi Miguel Able Mafra,davimiguel.ablemafra@hotmail.com,PB,1981-11-11
50790804755,Fernanda Able Mafra,fernanda.ablemafra@outlook.com,PR,1959-05-09
50823786959,Joao Vitor Able Mafra,joãovitor.ablemafra@outlook.com,PE,1967-10-15
50901899828,Martin Able Mafra,martin.ablemafra@gmail.com,PI,1967-03-25
50933457528,Lara Able Mafra,lara.ablemafra@hotmail.com,RJ,1954-10-12
50956086946,Noah Able Mafra,noah.ablemafra@hotmail.com,RN,1963-03-30
50962896020,Eloa Able Mafra,eloa.ablemafra@hotmail.com,RS,1960-01-20
50988123756,Henrique Able Mafra,henrique.ablemafra@icloud.com,RO,1983-04-22
51000012530,Zoe Able Mafra,zoe.ablemafra@icloud.com,RR,1984-03-09
51000396287,Breno Able Mafra,breno.ablemafra@icloud.com,SC,1983-05-13
51002350281,William  Able Mafra,william .ablemafra@hotmail.com,AC,1978-08-12
51017197270,Ana Laura Able Mafra,analaura.ablemafra@gmail.com,AL,1983-09-09
51159291401,Erick Able Mafra,erick.ablemafra@icloud.com,AP,1974-12-29
51176060435,Maria Julia Able Mafra,mariajulia.ablemafra@icloud.com,AM,1984-01-03
51225910643,Maya Able Mafra,maya.ablemafra@gmail.com,BA,1958-11-14
51226322745,Fernando Able Mafra,fernando.ablemafra@icloud.com,CE,1964-07-31
51230867476,Rafaela Able Mafra,rafaela.ablemafra@hotmail.com,DF,1963-08-20
51271857005,Enzo Gabriel Able Mafra,enzogabriel.ablemafra@hotmail.com,ES,1961-11-30
51276681484,Maria Eduarda Able Mafra,mariaeduarda.ablemafra@outlook.com,GO,1952-05-16
51299228662,Davi Luiz  Able Mafra,daviluiz .ablemafra@outlook.com,MA,1959-12-16
51342870086,Leonardo Able Mafra,leonardo.ablemafra@gmail.com,MT,1960-09-19
51378174736,Matteo Able Mafra,matteo.ablemafra@icloud.com,MS,1982-05-18
51387134406,Isis Able Mafra,isis.ablemafra@gmail.com,MG,1979-03-05
51392531014,Igor Able Mafra,igor.ablemafra@hotmail.com,PA,1982-01-25
51562853912,Emanuelly Able Mafra,emanuelly.ablemafra@outlook.com,PB,1984-12-12
51617321340,Beatriz Able Mafra,beatriz.ablemafra@icloud.com,PR,1981-03-19
51637363771,Olivia Able Mafra,olivia.ablemafra@hotmail.com,PE,1984-05-08
51673226137,Alana Able Mafra,alana.ablemafra@gmail.com,PI,1984-09-11
51677114197,Isabella Able Mafra,isabella.ablemafra@outlook.com,RJ,1945-11-03
51758188090,Davi Luiz Able Mafra,daviluiz.ablemafra@gmail.com,RN,1983-09-18
51802451270,Ayla Sophia Able Mafra,aylasophia.ablemafra@icloud.com,RS,1984-01-05
51814594877,Caleb Able Mafra,caleb.ablemafra@icloud.com,RO,1983-12-07
51860490383,Milena Able Mafra,milena.ablemafra@icloud.com,RR,1981-07-26
51999918140,Pedro Henrique Able Mafra,pedrohenrique.ablemafra@hotmail.com,SC,1981-06-07
52089438210,Theo Able Mafra,theo.ablemafra@gmail.com,AC,1971-08-16
52150829578,Joao Lucas Able Mafra,joãolucas.ablemafra@gmail.com,AL,1963-03-01
52160830192,Theo Able Mafra,theo.ablemafra@outlook.com,AP,1957-05-13
52176012519,Luan Able Mafra,luan.ablemafra@hotmail.com,AM,1982-07-05
52230513237,Theo Able Mafra,theo.ablemafra@icloud.com,BA,1975-01-21
52255954284,Enrico Able Mafra,enrico.ablemafra@outlook.com,CE,1983-10-30
52280837574,Luisa Able Mafra,luisa.ablemafra@hotmail.com,DF,1985-04-29
52335869379,Beatriz Able Mafra,beatriz.ablemafra@gmail.com,ES,1983-11-23
52347354647,Rafaela Able Mafra,rafaela.ablemafra@gmail.com,GO,1943-09-13
52401105298,Pietro Able Mafra,pietro.ablemafra@outlook.com,MA,1951-11-04
52407583491,Davi  Able Mafra,davi .ablemafra@outlook.com,MT,1963-10-03
52411467682,Yago Able Mafra,yago.ablemafra@outlook.com,MS,1959-11-30
52438049114,Heloise Able Mafra,heloise.ablemafra@outlook.com,MG,1939-10-27
52445579348,Otavio Able Mafra,otavio.ablemafra@gmail.com,PA,1961-07-28
52473472377,Luisa Able Mafra,luisa.ablemafra@outlook.com,PB,1956-03-25
52508101804,Barbara Able Mafra,barbara.ablemafra@icloud.com,PR,1952-10-16
52690953404,Emilly Able Mafra,emilly.ablemafra@gmail.com,PE,1984-05-24
52718747035,Kaique Able Mafra,kaique.ablemafra@outlook.com,PI,1985-08-16
52725683614,Maria Helena Able Mafra,mariahelena.ablemafra@gmail.com,RJ,1973-09-07
52836175240,Vinicius Able Mafra,vinicius.ablemafra@hotmail.com,RN,1983-10-18
52884316965,Juan Able Mafra,juan.ablemafra@gmail.com,RS,1983-11-19
52906160969,Thiago Able Mafra,thiago.ablemafra@outlook.com,RO,1983-06-29
52922555576,Vitor Hugo Able Mafra,vitorhugo.ablemafra@outlook.com,RR,1982-03-03
52934843983,Lais Able Mafra,lais.ablemafra@icloud.com,SC,1961-03-20
52989931219,Eduardo Able Mafra,eduardo.ablemafra@icloud.com,AC,1967-08-14
53036999303,Josue Able Mafra,josue.ablemafra@gmail.com,AL,1957-10-14
53139178819,Maria Eduarda Able Mafra,mariaeduarda.ablemafra@gmail.com,AP,1953-09-16
53192643101,Noah Able Mafra,noah.ablemafra@hotmail.com,AM,1959-04-05
53271730938,Maria Julia Able Mafra,mariajulia.ablemafra@icloud.com,BA,1974-02-03
53312261987,Carlos Eduardo Able Mafra,carloseduardo.ablemafra@outlook.com,CE,1985-03-31
53325278022,Alice Able Mafra,alice.ablemafra@gmail.com,DF,1983-04-16
53367146920,Davi  Able Mafra,davi .ablemafra@outlook.com,ES,1977-02-15
53403463488,Sophie Able Mafra,sophie.ablemafra@icloud.com,GO,1983-08-31
53425540005,Maria Clara Able Mafra,mariaclara.ablemafra@icloud.com,MA,1985-06-10
53458418630,Maria Julia Able Mafra,mariajulia.ablemafra@gmail.com,MT,1985-12-05
53511071226,Cecilia Able Mafra,cecilia.ablemafra@hotmail.com,MS,1962-09-08
53511336965,Maria Clara Able Mafra,mariaclara.ablemafra@hotmail.com,MG,1971-05-06
53568622165,Maria Vitoria Able Mafra,mariavitoria.ablemafra@icloud.com,PA,1963-09-01
53650882734,Erick Able Mafra,erick.ablemafra@icloud.com,PB,1962-08-13
53663958944,Milena Able Mafra,milena.ablemafra@outlook.com,PR,1943-06-25
53728465296,Enzo Gabriel Able Mafra,enzogabriel.ablemafra@icloud.com,PE,1954-07-24
53760681911,Livia Able Mafra,livia.ablemafra@outlook.com,PI,1978-03-29
53777764001,Maria Sophia Able Mafra,mariasophia.ablemafra@gmail.com,RJ,1984-01-25
53793328213,Vinicius Able Mafra,vinicius.ablemafra@outlook.com,RN,1984-11-08
53816827541,Brenda Able Mafra,brenda.ablemafra@hotmail.com,RS,1979-11-21
53824515111,Andre Able Mafra,andre.ablemafra@icloud.com,RO,1984-01-28
53848669508,Benjamin Able Mafra,benjamin.ablemafra@icloud.com,RR,1983-10-07
53946704158,Paulo  Able Mafra,paulo .ablemafra@hotmail.com,SC,1985-10-26
53983225239,Ian Able Mafra,ian.ablemafra@hotmail.com,AC,1982-04-07
53994936243,Juliana Able Mafra,juliana.ablemafra@hotmail.com,AL,1982-06-20
54052397060,Arthur Miguel Able Mafra,arthurmiguel.ablemafra@icloud.com,AP,1958-10-26
54071776610,Beatriz Able Mafra,beatriz.ablemafra@outlook.com,AM,1935-08-12
54087240058,Enzo Gabriel Able Mafra,enzogabriel.ablemafra@icloud.com,BA,1985-02-14
54139812758,Maria Isis Able Mafra,mariaisis.ablemafra@outlook.com,CE,1978-03-20
54152356016,Francisco Able Mafra,francisco.ablemafra@icloud.com,DF,1985-09-24
54172836272,Luna Able Mafra,luna.ablemafra@icloud.com,ES,1982-07-22
54173255161,Clarice Able Mafra,clarice.ablemafra@outlook.com,GO,1984-12-24
54177361795,Valentina Able Mafra,valentina.ablemafra@hotmail.com,MA,1967-07-10
54235134764,Isabel Able Mafra,isabel.ablemafra@hotmail.com,MT,1960-01-29
54274418032,Isis Able Mafra,isis.ablemafra@icloud.com,MS,1946-02-14
54275081971,Heloise Able Mafra,heloise.ablemafra@outlook.com,MG,1967-04-05
54276609146,Otavio Able Mafra,otavio.ablemafra@outlook.com,PA,1949-08-09
54300074715,Yuri Thiago Able Mafra,yurithiago.ablemafra@outlook.com,PB,1927-11-12
54395702688,Maria Laura Able Mafra,marialaura.ablemafra@icloud.com,PR,1984-09-19
54436700846,Lavinia Able Mafra,lavinia.ablemafra@icloud.com,PE,1983-08-29
54476662362,Iara Able Mafra,iara.ablemafra@icloud.com,PI,1985-11-14
54490597627,Luiz Gustavo Able Mafra,luizgustavo.ablemafra@gmail.com,RJ,1983-05-14
54492706552,Luisa Able Mafra,luisa.ablemafra@icloud.com,RN,1982-12-08
54497140312,Otto Able Mafra,otto.ablemafra@outlook.com,RS,1984-07-20
54523893488,Pedro Miguel Able Mafra,pedromiguel.ablemafra@gmail.com,RO,1985-02-02
54531351021,Diana Able Mafra,diana.ablemafra@hotmail.com,RR,1951-08-23
54605643963,Davi Able Mafra,davi.ablemafra@gmail.com,SC,1952-03-11
54624994706,Rebeca Able Mafra,rebeca.ablemafra@outlook.com,AC,1969-10-15
54676914697,Matteo Able Mafra,matteo.ablemafra@gmail.com,AL,1948-04-01
54688996341,Gustavo Able Mafra,gustavo.ablemafra@gmail.com,AP,1962-01-28
54718781405,Alice Able Mafra,alice.ablemafra@gmail.com,AM,1952-02-07
54727245021,Alexia Able Mafra,alexia.ablemafra@hotmail.com,BA,1956-09-17
54738535188,Vitor Hugo Able Mafra,vitorhugo.ablemafra@icloud.com,CE,1957-11-10
54763486459,Milena Able Mafra,milena.ablemafra@outlook.com,DF,1984-11-12
54900682540,Paulo  Able Mafra,paulo .ablemafra@hotmail.com,ES,1982-07-23
54916228753,Emanuel Able Mafra,emanuel.ablemafra@outlook.com,GO,1983-04-30
54926755636,Beatriz Able Mafra,beatriz.ablemafra@gmail.com,MA,1960-03-15
55040176252,Maria Vitoria Able Mafra,mariavitoria.ablemafra@hotmail.com,MT,1975-03-11
55041170956,Louise Able Mafra,louise.ablemafra@outlook.com,MS,1979-02-02
55089890106,Bruno Able Mafra,bruno.ablemafra@icloud.com,MG,1937-07-26
55133499532,Yuri Thiago Able Mafra,yurithiago.ablemafra@icloud.com,PA,1959-09-20
55144507776,Isadora Able Mafra,isadora.ablemafra@icloud.com,PB,1961-07-18
55156228997,Valentim Able Mafra,valentim.ablemafra@hotmail.com,PR,1968-12-14
55171176968,Yuri Thiago Able Mafra,yurithiago.ablemafra@icloud.com,PE,1954-05-30
55175367621,Maria Vitoria Able Mafra,mariavitoria.ablemafra@hotmail.com,PI,1984-01-31
55272503830,Igor Able Mafra,igor.ablemafra@hotmail.com,RJ,1983-05-26
55283737256,Joao Miguel Able Mafra,joãomiguel.ablemafra@gmail.com,RN,1985-07-09
55291576521,Isis Able Mafra,isis.ablemafra@icloud.com,RS,1985-07-17
55345189510,Derick Able Mafra,derick.ablemafra@hotmail.com,RO,1983-06-12
55376150235,Kaique Able Mafra,kaique.ablemafra@outlook.com,RR,1985-10-10
55452673456,Leticia Able Mafra,leticia.ablemafra@gmail.com,SC,1984-08-13
55529299681,Catarina Able Mafra,catarina.ablemafra@hotmail.com,AC,1957-09-17
55563475175,Derick Able Mafra,derick.ablemafra@icloud.com,AL,1959-10-17
55566770141,Joana Able Mafra,joana.ablemafra@icloud.com,AP,1944-06-14
55602666883,Agatha Able Mafra,agatha.ablemafra@icloud.com,AM,1968-08-17
55636146088,Yan Able Mafra,yan.ablemafra@hotmail.com,BA,1964-02-03
55642449546,Daniel Able Mafra,daniel.ablemafra@hotmail.com,CE,1949-04-10
55651298215,Lais Able Mafra,lais.ablemafra@hotmail.com,DF,1981-06-08
55655296169,Iara Able Mafra,iara.ablemafra@outlook.com,ES,1981-02-16
55662839299,Joana Able Mafra,joana.ablemafra@icloud.com,GO,1983-06-03
55717839817,Nathalia Able Mafra,nathalia.ablemafra@hotmail.com,MA,1984-12-21
55729646842,Calebe Able Mafra,calebe.ablemafra@gmail.com,MT,1978-04-04
55732111806,Marina Able Mafra,marina.ablemafra@hotmail.com,MS,1983-12-31
55816384068,Marcelo Able Mafra,marcelo.ablemafra@hotmail.com,MG,1963-03-14
55828357624,Alice Able Mafra,alice.ablemafra@outlook.com,PA,1943-01-29
55848303620,Lorena Able Mafra,lorena.ablemafra@icloud.com,PB,1960-02-23
55857788860,Samuel Able Mafra,samuel.ablemafra@outlook.com,PR,1957-08-03
55912136139,Maria Luiza Able Mafra,marialuiza.ablemafra@gmail.com,PE,1953-08-14
55932681954,Camila Able Mafra,camila.ablemafra@icloud.com,PI,1954-01-02
55947362986,Matheus Able Mafra,matheus.ablemafra@gmail.com,RJ,1983-11-16
55998450527,Adryan Able Mafra,adryan.ablemafra@outlook.com,RN,1985-10-17
56017696694,Yasmin Able Mafra,yasmin.ablemafra@gmail.com,RS,1984-06-22
56086811567,Nicolas Able Mafra,nicolas.ablemafra@outlook.com,RO,1984-07-20
56098896119,Bernardo Able Mafra,bernardo.ablemafra@outlook.com,RR,1984-12-15
56193427481,Maria Cecilia Able Mafra,mariacecilia.ablemafra@outlook.com,SC,1984-04-30
56230280334,Emilly Able Mafra,emilly.ablemafra@outlook.com,AC,1984-02-18
56262045939,Thomas Able Mafra,thomas.ablemafra@gmail.com,AL,1984-11-18
56289934050,Julia Able Mafra,julia.ablemafra@hotmail.com,AP,1982-09-01
56325058878,Joao Guilherme Able Mafra,joãoguilherme.ablemafra@icloud.com,AM,1983-09-05
56341268456,Erick Able Mafra,erick.ablemafra@icloud.com,BA,1982-11-07
56367572622,Andre Able Mafra,andre.ablemafra@hotmail.com,CE,1985-05-06
56367767300,Matheus Able Mafra,matheus.ablemafra@gmail.com,DF,1983-09-13
56377124195,Davi Able Mafra,davi.ablemafra@icloud.com,ES,1983-05-16
56435074143,Bernardo Able Mafra,bernardo.ablemafra@hotmail.com,GO,1985-02-01
56452015846,Ana Sophia Able Mafra,anasophia.ablemafra@icloud.com,MA,1950-02-24
56455727364,Pedro Able Mafra,pedro.ablemafra@gmail.com,MT,1970-03-16
56480968039,Sarah Able Mafra,sarah.ablemafra@outlook.com,MS,1942-09-17
56617393338,Bento Able Mafra,bento.ablemafra@outlook.com,MG,1960-01-06
56632884772,Ana Vitoria Able Mafra,anavitoria.ablemafra@gmail.com,PA,1958-03-10
56708019131,Ana Liz Able Mafra,analiz.ablemafra@hotmail.com,PB,1957-10-30
56711495346,Lucas Gabriel Able Mafra,lucasgabriel.ablemafra@hotmail.com,PR,1983-09-19
56744515608,Mariah Able Mafra,mariah.ablemafra@outlook.com,PE,1984-09-17
56758625990,Leonardo Able Mafra,leonardo.ablemafra@gmail.com,PI,1966-06-02
56760518716,Amanda Able Mafra,amanda.ablemafra@outlook.com,RJ,1964-08-24
56795053971,Davi Lucca Able Mafra,davilucca.ablemafra@gmail.com,RN,1965-04-25
56822848038,Barbara Able Mafra,barbara.ablemafra@gmail.com,RS,1947-01-20
56849943734,Emilly Able Mafra,emilly.ablemafra@gmail.com,RO,1981-12-04
56872535873,Enzo Gabriel Able Mafra,enzogabriel.ablemafra@hotmail.com,RR,1984-07-09
56921845701,Maria Julia Able Mafra,mariajulia.ablemafra@outlook.com,SC,1984-12-26
57060354122,Joao Vitor Able Mafra,joãovitor.ablemafra@hotmail.com,AC,1983-10-05
57113328386,Davi Lucca Able Mafra,davilucca.ablemafra@hotmail.com,AL,1984-07-31
57184739142,Julia Able Mafra,julia.ablemafra@hotmail.com,AP,1981-06-22
57203642578,Davi Lucas Able Mafra,davilucas.ablemafra@hotmail.com,AM,1985-10-23
57233956879,Maria Luiza Able Mafra,marialuiza.ablemafra@gmail.com,BA,1960-02-21
57234883286,Kaue Able Mafra,kaue.ablemafra@icloud.com,CE,1939-07-01
57463310267,Sophie Able Mafra,sophie.ablemafra@icloud.com,DF,1959-11-13
57479714853,Mariana Able Mafra,mariana.ablemafra@hotmail.com,ES,1955-01-21
57495489015,Gabriela Able Mafra,gabriela.ablemafra@hotmail.com,GO,1973-07-06
57500756620,Emilly Able Mafra,emilly.ablemafra@gmail.com,MA,1982-01-01
57530164102,Betina Able Mafra,betina.ablemafra@icloud.com,MT,1975-12-06
57566635397,Josue Able Mafra,josue.ablemafra@gmail.com,MS,1982-03-22
57585198984,Erick Able Mafra,erick.ablemafra@outlook.com,MG,1982-10-28
57626357640,Bento Able Mafra,bento.ablemafra@gmail.com,PA,1969-04-21
57629320890,Catarina Able Mafra,catarina.ablemafra@gmail.com,PB,1981-09-08
57779683329,Eduarda Able Mafra,eduarda.ablemafra@icloud.com,PR,1985-07-25
57786372431,Fernando Able Mafra,fernando.ablemafra@hotmail.com,PE,1967-03-30
57802119441,Maite Able Mafra,maite.ablemafra@hotmail.com,PI,1985-11-24
57818477119,Lucas Able Mafra,lucas.ablemafra@icloud.com,RJ,1984-05-17
57842294987,Eduardo Able Mafra,eduardo.ablemafra@icloud.com,RN,1984-04-05
57849599245,Julia Able Mafra,julia.ablemafra@hotmail.com,RS,1983-11-02
57887799566,Mariana Able Mafra,mariana.ablemafra@hotmail.com,RO,1985-11-13
57899174845,Bianca Able Mafra,bianca.ablemafra@gmail.com,RR,1983-02-11
58001984607,Lorena Able Mafra,lorena.ablemafra@outlook.com,SC,1985-08-28
58034349631,Thiago Able Mafra,thiago.ablemafra@outlook.com,AC,1984-12-12
58061945941,Arthur Miguel Able Mafra,arthurmiguel.ablemafra@icloud.com,AL,1939-06-29
58082313423,Lara Able Mafra,lara.ablemafra@gmail.com,AP,1962-11-26
58105075037,Joao Gabriel Able Mafra,joãogabriel.ablemafra@outlook.com,AM,1947-03-22
58114447615,Rafael Able Mafra,rafael.ablemafra@outlook.com,BA,1983-11-05
58194103752,Vitor Able Mafra,vitor.ablemafra@hotmail.com,CE,1938-05-30
58197913646,Gabriela Able Mafra,gabriela.ablemafra@icloud.com,DF,1983-04-04
58215991098,Yasmin Able Mafra,yasmin.ablemafra@hotmail.com,ES,1983-12-30
58261565931,Theo Able Mafra,theo.ablemafra@hotmail.com,GO,1963-05-05
58295344218,Isadora Able Mafra,isadora.ablemafra@outlook.com,MA,1962-04-27
58312135143,Gabriel Able Mafra,gabriel.ablemafra@outlook.com,MT,1965-11-14
58318935741,Alexia Able Mafra,alexia.ablemafra@gmail.com,MS,1971-06-12
58318943862,Marina Able Mafra,marina.ablemafra@icloud.com,MG,1959-06-29
58337034248,Ana Beatriz Able Mafra,anabeatriz.ablemafra@outlook.com,PA,1962-03-21
58433761534,Pietra Able Mafra,pietra.ablemafra@icloud.com,PB,1958-09-28
58456759294,Maria Heloisa Able Mafra,mariaheloisa.ablemafra@hotmail.com,PR,1958-01-23
58543219659,Bruno Able Mafra,bruno.ablemafra@icloud.com,PE,1982-11-20
58575305641,Liz Able Mafra,liz.ablemafra@hotmail.com,PI,1984-01-06
58578271456,Rafael Able Mafra,rafael.ablemafra@hotmail.com,RJ,1956-03-22
58646852086,Joao Guilherme Able Mafra,joãoguilherme.ablemafra@hotmail.com,RN,1984-03-09
58707651837,Diego Able Mafra,diego.ablemafra@gmail.com,RS,1974-06-12
58732993264,Maria Clara Able Mafra,mariaclara.ablemafra@outlook.com,RO,1984-03-12
58900184340,Perola Able Mafra,perola.ablemafra@outlook.com,RR,1985-04-30
58923199953,Diogo Able Mafra,diogo.ablemafra@hotmail.com,SC,1957-04-26
58933632083,Gustavo Able Mafra,gustavo.ablemafra@hotmail.com,AC,1941-06-07
58981080291,Bruna Able Mafra,bruna.ablemafra@hotmail.com,AL,1966-05-02
58981757496,Maite Able Mafra,maite.ablemafra@hotmail.com,AP,1983-09-30
59003527752,Valentim Able Mafra,valentim.ablemafra@hotmail.com,AM,1983-08-13
59042167539,Yuri Able Mafra,yuri.ablemafra@hotmail.com,BA,1936-07-17
59050850008,Ana Carolina Able Mafra,anacarolina.ablemafra@icloud.com,CE,1981-05-21
59053316039,Lucca Able Mafra,lucca.ablemafra@icloud.com,DF,1955-01-06
59053388118,Diego Able Mafra,diego.ablemafra@gmail.com,ES,1936-11-14
59087880591,Alexandre Able Mafra,alexandre.ablemafra@gmail.com,GO,1959-07-31
59138393179,Maria Luisa Able Mafra,marialuisa.ablemafra@icloud.com,MA,1964-07-07
59142310559,Yuri Thiago Able Mafra,yurithiago.ablemafra@icloud.com,MT,1956-06-10
59192002159,Barbara Able Mafra,barbara.ablemafra@icloud.com,MS,1983-10-23
59221505152,Vinicius Able Mafra,vinicius.ablemafra@outlook.com,MG,1984-08-16
59402184384,Erick Able Mafra,erick.ablemafra@icloud.com,PA,1984-07-14
59514459884,Cecilia Able Mafra,cecilia.ablemafra@icloud.com,PB,1983-09-22
59532117345,Joao Miguel Able Mafra,joãomiguel.ablemafra@gmail.com,PR,1985-06-16
59559121063,Rafaela Able Mafra,rafaela.ablemafra@outlook.com,PE,1961-12-10
59678086584,Betina Able Mafra,betina.ablemafra@gmail.com,PI,1943-12-26
59802782436,Lucas Able Mafra,lucas.ablemafra@hotmail.com,RJ,1967-10-10
59809775761,Brenda Able Mafra,brenda.ablemafra@gmail.com,RN,1956-10-20
59866475793,Ana Cecilia Able Mafra,anacecilia.ablemafra@outlook.com,RS,1957-01-21
59892837566,Mikaela Able Mafra,mikaela.ablemafra@outlook.com,RO,1984-07-29
59915621130,Carolina Able Mafra,carolina.ablemafra@outlook.com,RR,1984-01-25
59959025574,Eduardo Able Mafra,eduardo.ablemafra@gmail.com,SC,1983-04-11
59968393781,Davi Luiz Able Mafra,daviluiz.ablemafra@icloud.com,AC,1981-01-16
60007577101,Maya Able Mafra,maya.ablemafra@hotmail.com,AL,1983-05-15
60026664505,Brenda Able Mafra,brenda.ablemafra@outlook.com,AP,1983-08-11
60045557476,Luiz Henrique Able Mafra,luizhenrique.ablemafra@icloud.com,AM,1984-01-29
60100191109,Yuri Able Mafra,yuri.ablemafra@icloud.com,BA,1952-08-01
60145171839,Maria Sophia Able Mafra,mariasophia.ablemafra@gmail.com,CE,1970-04-25
60152892146,Gabrielly Able Mafra,gabrielly.ablemafra@gmail.com,DF,1962-09-14
60154063943,Marina Able Mafra,marina.ablemafra@icloud.com,ES,1941-03-14
60161670048,Sophia Able Mafra,sophia.ablemafra@gmail.com,GO,1948-05-16
60173010955,Daniel Able Mafra,daniel.ablemafra@gmail.com,MA,1984-08-13
60307299117,Erick Able Mafra,erick.ablemafra@icloud.com,MT,1983-08-19
60337203503,Diana Able Mafra,diana.ablemafra@outlook.com,MS,1985-07-17
60341103776,Bruno Able Mafra,bruno.ablemafra@outlook.com,MG,1981-09-25
60359856499,Gabriela Able Mafra,gabriela.ablemafra@hotmail.com,PA,1985-07-03
60378658048,Luisa Able Mafra,luisa.ablemafra@icloud.com,PB,1983-05-25
60399979003,Igor Able Mafra,igor.ablemafra@icloud.com,PR,1981-11-04
60498160339,Anthony Able Mafra,anthony.ablemafra@gmail.com,PE,1982-08-15
60529980615,Luana Able Mafra,luana.ablemafra@hotmail.com,PI,1984-03-17
60659374481,Luna Able Mafra,luna.ablemafra@outlook.com,RJ,1957-04-28
60723387868,Maria Julia Able Mafra,mariajulia.ablemafra@hotmail.com,RN,1983-06-09
60746574442,Gabriela Able Mafra,gabriela.ablemafra@hotmail.com,RS,1984-06-13
60764933311,Luiz Henrique Able Mafra,luizhenrique.ablemafra@hotmail.com,RO,1982-11-24
60790253340,Anthony Gabriel Able Mafra,anthonygabriel.ablemafra@outlook.com,RR,1985-02-04
60955060798,Liz Able Mafra,liz.ablemafra@gmail.com,SC,1983-12-30
60957946257,Felipe Able Mafra,felipe.ablemafra@gmail.com,AC,1984-07-27
60974719471,Noah Able Mafra,noah.ablemafra@outlook.com,AL,1959-04-15
61103895836,Hadassa Able Mafra,hadassa.ablemafra@hotmail.com,AP,1965-09-06
61116930625,Joao Able Mafra,joão.ablemafra@icloud.com,AM,1966-11-25
61124792221,Nicolas Able Mafra,nicolas.ablemafra@gmail.com,BA,1951-01-28
61186310009,Antonia Able Mafra,antonia.ablemafra@gmail.com,CE,1984-09-27
61233234825,Noah Able Mafra,noah.ablemafra@icloud.com,DF,1984-07-13
61260581506,Kamilly Able Mafra,kamilly.ablemafra@outlook.com,ES,1980-02-28
61369555321,Sarah Able Mafra,sarah.ablemafra@icloud.com,GO,1984-01-27
61429755091,Ana Liz Able Mafra,analiz.ablemafra@gmail.com,MA,1985-04-01
61455797252,William  Able Mafra,william .ablemafra@hotmail.com,MT,1958-11-24
61509339309,Rodrigo Able Mafra,rodrigo.ablemafra@gmail.com,MS,1951-11-17
61531389072,Danilo Able Mafra,danilo.ablemafra@outlook.com,MG,1957-07-29
61614502364,Pietra Able Mafra,pietra.ablemafra@gmail.com,PA,1950-07-29
61617731883,Bella Able Mafra,bella.ablemafra@outlook.com,PB,1945-01-26
61623712903,Valentina Able Mafra,valentina.ablemafra@icloud.com,PR,1950-04-14
61648550907,Theo Able Mafra,theo.ablemafra@gmail.com,PE,1984-08-03
61663467468,Mikaela Able Mafra,mikaela.ablemafra@outlook.com,PI,1984-11-23
61669920347,Anthony Able Mafra,anthony.ablemafra@hotmail.com,RJ,1983-04-02
61683721223,Maria Helena Able Mafra,mariahelena.ablemafra@gmail.com,RN,1958-01-26
61779364614,Giovanni  Able Mafra,giovanni .ablemafra@gmail.com,RS,1964-06-07
61793424219,Davi Miguel Able Mafra,davimiguel.ablemafra@icloud.com,RO,1970-01-06
61817315753,Lucas Gabriel Able Mafra,lucasgabriel.ablemafra@icloud.com,RR,1937-10-17
61844328021,Isabel Able Mafra,isabel.ablemafra@hotmail.com,SC,1948-08-22
61868175949,icaro  Able Mafra,icaro .ablemafra@outlook.com,AC,1942-11-24
61893818080,Arthur Henrique Able Mafra,arthurhenrique.ablemafra@icloud.com,AL,1985-06-22
61911830949,Isabella Able Mafra,isabella.ablemafra@outlook.com,AP,1985-07-08
61930662252,Maria Elisa Able Mafra,mariaelisa.ablemafra@gmail.com,AM,1949-04-04
